Age,Gender,City_Tier,Occupation,Income,Shopping_Frequency,Last_Purchase,Categories,Purchase_Influence,Browsing_Time,Cart_Abandonment,Habit_Type,Pre_Purchase_Action,Decision_Style,Mood,Mood_Impact,Emotional_Frequency,Impulse_Behavior,Stress_Purchases,Happy_Purchases,Shopping_Time,Shopping_Situations,Product_Combinations,Hesitation,Tradeoff,Priority,Value_Perception,Post_Purchase_Feeling,Privacy_Comfort,Data_Concern,AI_Trust,Monthly_Spend,Willingness_To_Spend_More,Interest_in_MoodCart
45+,Female,Tier 3,Business Owner,20k-50k,Monthly,Today,Electronics,Recommendations,5-15,Sometimes,Somewhat Planned,Compare Prices,Mixed,Neutral,Yes,Very Often,Rarely,Electronics|Home Decor,Electronics,Late Night,Weekends,Clothing+Accessories|Gadgets+Accessories,Delivery Issues,Quality,Price,Quality,Neutral,Not Comfortable,Irrelevant Recommendations,Low,3387,Maybe,No
45+,Prefer not to say,Tier 3,Business Owner,20k-50k,Monthly,>1 Month,Fashion,Recommendations,<5,Sometimes,Mostly Planned,Modify Cart,Mixed,Sad,Yes,Sometimes,Often,Wellness,Electronics,Afternoon,Salary|Weekends,Books+Coffee,Too Many Options,Price,Personalization,Quality,Neutral,Very Comfortable,Privacy,Low,5088,Yes,No
45+,Prefer not to say,Tier 2,Other,>1L,Daily,This Week,Fashion|Wellness,Discounts,15-30,Rarely,Habitual,Modify Cart,Emotional,Neutral,Sometimes,Very Often,Sometimes,Electronics,Home Decor,Afternoon,Sales|Festivals,Gadgets+Accessories|Snacks+Beverages,Low Trust,Quality,Price,Discount,Regretful,Very Comfortable,Misuse,Low,14924,Maybe,Yes
25-34,Prefer not to say,Tier 1,Student,20k-50k,Monthly,This Month,Home Decor|Snacks|Electronics,Price,15-30,Rarely,Habitual,Compare Prices,Mixed,Happy,Yes,Never,Sometimes,Home Decor|Wellness,Electronics,Morning,Sales|Stress|Salary,Snacks+Beverages|Books+Coffee|Gadgets+Accessories,Just Browsing,Brand,Personalization,Quality,Regretful,Not Comfortable,No Concerns,Medium,4758,Maybe,Yes
Under 18,Prefer not to say,Tier 1,Working Professional,<20k,Daily,>1 Month,Home Decor,Price,<5,Often,Mostly Planned,Check Reviews,Mixed,Stressed,Yes,Very Often,Never,Home Decor|Snacks,Snacks,Afternoon,Salary|Festivals|Sales,Books+Coffee,Too Many Options,Personalization,Price,Emotional Satisfaction,Guilty,Somewhat Comfortable,Misuse,Medium,4176,Maybe,Maybe
18-24,Female,Tier 3,Student,>1L,Daily,This Week,Home Decor,Discounts,30+,Never,Habitual,Check Reviews,Mixed,Sad,Yes,Rarely,Never,Wellness|Home Decor|Electronics,Wellness,Morning,Salary|Weekends|Stress,Books+Coffee|Clothing+Accessories,Too Many Options,Personalization,Quality,Emotional Satisfaction,Satisfied,Very Comfortable,Misuse,High,13559,No,Maybe
25-34,Prefer not to say,Tier 3,Working Professional,50k-1L,Daily,Today,Fashion,Brand,<5,Never,Habitual,Buy Immediately,Emotional,Happy,Sometimes,Never,Never,Snacks|Home Decor|Fashion,Fashion,Afternoon,Sales|Festivals|Stress,Gadgets+Accessories|Candles+Oils,Delivery Issues,Brand,Brand,Recommendation,Guilty,Very Comfortable,Irrelevant Recommendations,Low,7126,Yes,Maybe
25-34,Male,Tier 1,Student,<20k,Monthly,>1 Month,Fashion,Price,<5,Never,Somewhat Planned,Buy Immediately,Mixed,Neutral,Yes,Never,Never,Home Decor,Fashion,Afternoon,Festivals|Sales|Stress,Books+Coffee|Clothing+Accessories,High Price,Personalization,Delivery,Emotional Satisfaction,Satisfied,Not Comfortable,No Concerns,Medium,5781,Yes,Maybe
35-44,Male,Tier 3,Business Owner,>1L,Monthly,>1 Month,Electronics|Home Decor|Fashion,Discounts,5-15,Often,Habitual,Modify Cart,Emotional,Stressed,No,Rarely,Often,Electronics|Snacks,Snacks,Evening,Salary|Festivals,Snacks+Beverages|Gadgets+Accessories,Too Many Options,Brand,Brand,Recommendation,Regretful,Very Comfortable,Irrelevant Recommendations,Medium,25354,Yes,Maybe
25-34,Female,Tier 2,Business Owner,>1L,Weekly,This Week,Electronics|Home Decor,Brand,5-15,Never,Rare,Modify Cart,Logical,Bored,Yes,Sometimes,Rarely,Snacks|Home Decor|Wellness,Home Decor,Late Night,Salary|Festivals,Candles+Oils,Delivery Issues,Delivery,Delivery,Recommendation,Satisfied,Not Comfortable,Misuse,High,21862,No,Maybe
25-34,Male,Tier 3,Other,20k-50k,Weekly,>1 Month,Fashion|Snacks,Recommendations,30+,Often,Rare,Modify Cart,Logical,Neutral,No,Never,Never,Home Decor|Fashion,Fashion,Late Night,Festivals,Clothing+Accessories,Just Browsing,Brand,Price,Quality,Satisfied,Not Comfortable,Misuse,Medium,3008,Maybe,No
18-24,Female,Tier 1,Student,<20k,Daily,>1 Month,Electronics,Reviews,5-15,Never,Rare,Modify Cart,Mixed,Neutral,Sometimes,Rarely,Rarely,Wellness|Fashion|Snacks,Wellness,Afternoon,Weekends,Gadgets+Accessories|Snacks+Beverages|Clothing+Accessories,Delivery Issues,Personalization,Delivery,Discount,Regretful,Not Comfortable,Privacy,Low,1386,No,Maybe
35-44,Prefer not to say,Tier 2,Student,20k-50k,Monthly,This Month,Home Decor|Fashion,Price,5-15,Often,Rare,Check Reviews,Mixed,Happy,Yes,Never,Often,Fashion|Wellness,Snacks,Evening,Festivals,Gadgets+Accessories,High Price,Quality,Delivery,Discount,Guilty,Somewhat Comfortable,Privacy,Medium,5787,Yes,Maybe
35-44,Male,Tier 1,Working Professional,50k-1L,Monthly,Today,Snacks,Brand,<5,Rarely,Rare,Buy Immediately,Logical,Neutral,Yes,Rarely,Often,Electronics,Electronics,Afternoon,Salary|Sales,Candles+Oils|Books+Coffee|Clothing+Accessories,Low Trust,Delivery,Brand,Recommendation,Regretful,Not Comfortable,No Concerns,Medium,4487,Yes,No
Under 18,Male,Tier 3,Working Professional,20k-50k,Daily,This Month,Home Decor|Snacks|Wellness,Discounts,<5,Never,Somewhat Planned,Check Reviews,Mixed,Stressed,Sometimes,Sometimes,Never,Home Decor|Fashion|Wellness,Wellness,Late Night,Stress|Festivals|Sales,Candles+Oils,Too Many Options,Price,Personalization,Discount,Regretful,Not Comfortable,Irrelevant Recommendations,Low,2333,No,Maybe
Under 18,Male,Tier 2,Student,>1L,Monthly,Today,Home Decor|Electronics|Fashion,Recommendations,30+,Often,Habitual,Check Reviews,Logical,Bored,Yes,Sometimes,Often,Home Decor|Electronics|Wellness,Snacks,Evening,Weekends|Festivals|Sales,Gadgets+Accessories,Just Browsing,Delivery,Price,Recommendation,Neutral,Not Comfortable,Privacy,Low,28332,Yes,Maybe
35-44,Prefer not to say,Tier 1,Student,20k-50k,Daily,>1 Month,Wellness,Brand,5-15,Never,Rare,Check Reviews,Logical,Stressed,No,Never,Sometimes,Home Decor,Electronics,Morning,Festivals|Sales|Weekends,Candles+Oils|Clothing+Accessories|Snacks+Beverages,Too Many Options,Delivery,Price,Recommendation,Regretful,Somewhat Comfortable,No Concerns,Medium,2155,Yes,Yes
45+,Prefer not to say,Tier 2,Homemaker,<20k,Daily,This Week,Home Decor|Wellness,Discounts,30+,Rarely,Somewhat Planned,Compare Prices,Emotional,Stressed,No,Sometimes,Sometimes,Snacks,Snacks,Afternoon,Festivals|Weekends,Books+Coffee|Snacks+Beverages,Delivery Issues,Personalization,Personalization,Emotional Satisfaction,Guilty,Not Comfortable,Irrelevant Recommendations,Low,5444,No,Yes
45+,Prefer not to say,Tier 2,Other,50k-1L,Monthly,This Week,Electronics|Fashion,Discounts,5-15,Sometimes,Rare,Buy Immediately,Mixed,Bored,Yes,Very Often,Often,Home Decor,Snacks,Morning,Salary,Clothing+Accessories|Books+Coffee|Gadgets+Accessories,Too Many Options,Personalization,Brand,Discount,Happy,Very Comfortable,No Concerns,Medium,13514,Yes,No
25-34,Male,Tier 3,Student,>1L,Monthly,Today,Wellness|Home Decor|Snacks,Price,<5,Often,Mostly Planned,Buy Immediately,Mixed,Happy,Yes,Sometimes,Often,Snacks|Home Decor|Electronics,Snacks,Afternoon,Sales|Salary,Candles+Oils|Books+Coffee,Too Many Options,Brand,Personalization,Recommendation,Regretful,Somewhat Comfortable,Irrelevant Recommendations,Low,29548,Yes,Maybe
35-44,Prefer not to say,Tier 3,Student,>1L,Monthly,Today,Home Decor|Snacks|Fashion,Price,15-30,Often,Habitual,Check Reviews,Mixed,Neutral,Yes,Sometimes,Sometimes,Snacks|Electronics,Electronics,Late Night,Sales,Gadgets+Accessories|Books+Coffee|Candles+Oils,Too Many Options,Brand,Delivery,Emotional Satisfaction,Regretful,Very Comfortable,Privacy,High,32290,Yes,Yes
25-34,Prefer not to say,Tier 2,Business Owner,50k-1L,Daily,This Week,Electronics,Brand,5-15,Rarely,Habitual,Compare Prices,Mixed,Stressed,Yes,Never,Rarely,Fashion|Home Decor|Electronics,Electronics,Evening,Weekends,Gadgets+Accessories|Candles+Oils|Clothing+Accessories,Low Trust,Brand,Delivery,Recommendation,Neutral,Not Comfortable,Irrelevant Recommendations,Medium,11208,No,Yes
Under 18,Male,Tier 1,Homemaker,>1L,Monthly,Today,Wellness|Electronics,Reviews,5-15,Rarely,Rare,Check Reviews,Logical,Happy,Yes,Rarely,Often,Wellness|Fashion,Electronics,Late Night,Weekends|Festivals,Candles+Oils|Books+Coffee,Too Many Options,Brand,Brand,Quality,Neutral,Somewhat Comfortable,Irrelevant Recommendations,Medium,19330,Maybe,Yes
25-34,Prefer not to say,Tier 1,Student,50k-1L,Weekly,This Month,Snacks,Reviews,15-30,Often,Somewhat Planned,Buy Immediately,Mixed,Sad,No,Rarely,Sometimes,Home Decor|Electronics,Fashion,Morning,Weekends|Sales|Festivals,Candles+Oils|Gadgets+Accessories,Too Many Options,Personalization,Brand,Quality,Regretful,Very Comfortable,Misuse,Medium,12827,No,No
Under 18,Female,Tier 3,Student,>1L,Rarely,This Month,Wellness,Reviews,30+,Rarely,Somewhat Planned,Modify Cart,Emotional,Neutral,Yes,Rarely,Sometimes,Wellness|Home Decor,Snacks,Afternoon,Stress|Weekends,Snacks+Beverages,Delivery Issues,Price,Price,Recommendation,Neutral,Very Comfortable,Privacy,Medium,26460,Yes,No
18-24,Prefer not to say,Tier 2,Student,<20k,Daily,This Month,Snacks,Recommendations,5-15,Often,Mostly Planned,Check Reviews,Logical,Neutral,Yes,Very Often,Sometimes,Electronics|Home Decor|Snacks,Home Decor,Evening,Festivals,Books+Coffee|Snacks+Beverages|Gadgets+Accessories,Delivery Issues,Quality,Delivery,Discount,Neutral,Very Comfortable,Irrelevant Recommendations,Low,200,Yes,Yes
25-34,Prefer not to say,Tier 2,Student,<20k,Weekly,>1 Month,Fashion|Home Decor|Electronics,Recommendations,5-15,Rarely,Habitual,Modify Cart,Mixed,Neutral,Yes,Sometimes,Rarely,Wellness|Electronics,Home Decor,Morning,Sales,Books+Coffee|Candles+Oils|Clothing+Accessories,Just Browsing,Brand,Brand,Quality,Neutral,Not Comfortable,Privacy,Low,1225,Maybe,Yes
25-34,Prefer not to say,Tier 3,Working Professional,<20k,Weekly,>1 Month,Home Decor|Electronics,Discounts,5-15,Sometimes,Rare,Compare Prices,Logical,Happy,Sometimes,Rarely,Sometimes,Home Decor|Wellness,Home Decor,Late Night,Stress|Festivals|Weekends,Candles+Oils|Clothing+Accessories|Gadgets+Accessories,Low Trust,Quality,Personalization,Recommendation,Neutral,Somewhat Comfortable,Irrelevant Recommendations,Medium,200,No,Maybe
35-44,Male,Tier 1,Student,50k-1L,Monthly,>1 Month,Fashion|Home Decor|Wellness,Recommendations,15-30,Often,Habitual,Compare Prices,Emotional,Stressed,No,Rarely,Rarely,Home Decor|Electronics,Wellness,Afternoon,Stress|Salary|Weekends,Gadgets+Accessories|Candles+Oils|Books+Coffee,Just Browsing,Brand,Brand,Discount,Satisfied,Not Comfortable,Privacy,High,3974,No,Maybe
18-24,Male,Tier 3,Student,>1L,Weekly,This Month,Snacks|Fashion|Wellness,Price,5-15,Often,Somewhat Planned,Check Reviews,Mixed,Neutral,Sometimes,Rarely,Often,Snacks|Fashion,Home Decor,Afternoon,Stress,Candles+Oils,High Price,Price,Price,Discount,Guilty,Very Comfortable,Irrelevant Recommendations,Medium,18196,Yes,Yes
45+,Male,Tier 1,Homemaker,<20k,Rarely,This Week,Home Decor|Fashion,Reviews,5-15,Never,Habitual,Compare Prices,Mixed,Bored,Yes,Never,Often,Wellness|Electronics|Snacks,Wellness,Morning,Sales|Salary,Books+Coffee|Snacks+Beverages|Gadgets+Accessories,High Price,Brand,Price,Recommendation,Satisfied,Very Comfortable,No Concerns,Low,849,Yes,Yes
18-24,Male,Tier 3,Student,50k-1L,Daily,This Week,Electronics|Snacks,Reviews,5-15,Often,Mostly Planned,Buy Immediately,Emotional,Neutral,Yes,Never,Sometimes,Fashion|Electronics,Snacks,Evening,Festivals|Sales|Stress,Candles+Oils|Books+Coffee,Just Browsing,Delivery,Quality,Emotional Satisfaction,Satisfied,Not Comfortable,Privacy,Medium,14561,Yes,Maybe
Under 18,Female,Tier 2,Homemaker,<20k,Monthly,This Week,Home Decor,Brand,5-15,Often,Somewhat Planned,Modify Cart,Logical,Neutral,Yes,Very Often,Never,Home Decor,Snacks,Afternoon,Stress|Sales,Gadgets+Accessories|Candles+Oils|Clothing+Accessories,Just Browsing,Price,Price,Quality,Neutral,Very Comfortable,Misuse,Low,8196,Yes,Maybe
25-34,Male,Tier 1,Other,<20k,Daily,Today,Fashion,Recommendations,30+,Sometimes,Somewhat Planned,Modify Cart,Emotional,Bored,Yes,Never,Often,Electronics,Snacks,Afternoon,Festivals|Sales|Stress,Clothing+Accessories|Snacks+Beverages|Gadgets+Accessories,Low Trust,Price,Delivery,Emotional Satisfaction,Satisfied,Not Comfortable,Irrelevant Recommendations,High,200,Yes,Yes
35-44,Female,Tier 2,Working Professional,>1L,Weekly,This Week,Electronics|Fashion|Snacks,Price,5-15,Sometimes,Habitual,Modify Cart,Logical,Bored,No,Never,Never,Electronics|Snacks,Wellness,Morning,Salary|Stress|Sales,Clothing+Accessories|Gadgets+Accessories,Just Browsing,Price,Personalization,Discount,Happy,Not Comfortable,No Concerns,Low,10249,Yes,Maybe
25-34,Male,Tier 3,Homemaker,20k-50k,Monthly,>1 Month,Snacks|Wellness,Price,5-15,Sometimes,Habitual,Check Reviews,Mixed,Stressed,Sometimes,Very Often,Rarely,Home Decor|Electronics,Home Decor,Late Night,Festivals,Books+Coffee|Candles+Oils|Snacks+Beverages,Delivery Issues,Price,Personalization,Recommendation,Satisfied,Not Comfortable,Irrelevant Recommendations,Medium,2819,No,Maybe
35-44,Prefer not to say,Tier 2,Homemaker,20k-50k,Rarely,Today,Snacks|Fashion,Price,15-30,Often,Somewhat Planned,Check Reviews,Logical,Happy,Yes,Sometimes,Rarely,Electronics|Snacks|Home Decor,Snacks,Morning,Salary,Candles+Oils,High Price,Brand,Brand,Quality,Regretful,Not Comfortable,Irrelevant Recommendations,High,7040,Maybe,No
Under 18,Male,Tier 2,Homemaker,<20k,Monthly,This Week,Wellness|Fashion|Home Decor,Price,5-15,Never,Rare,Compare Prices,Mixed,Happy,No,Never,Rarely,Fashion,Electronics,Late Night,Weekends|Festivals,Candles+Oils,Delivery Issues,Personalization,Delivery,Emotional Satisfaction,Happy,Very Comfortable,No Concerns,Low,3286,Maybe,No
35-44,Male,Tier 2,Business Owner,20k-50k,Rarely,This Week,Home Decor,Reviews,5-15,Never,Habitual,Check Reviews,Logical,Sad,Sometimes,Rarely,Often,Wellness,Wellness,Morning,Salary|Stress,Candles+Oils|Snacks+Beverages|Clothing+Accessories,Too Many Options,Delivery,Personalization,Discount,Neutral,Not Comfortable,Privacy,Medium,2420,Maybe,Maybe
45+,Female,Tier 2,Student,20k-50k,Rarely,This Week,Snacks|Electronics,Discounts,15-30,Often,Mostly Planned,Modify Cart,Logical,Neutral,Sometimes,Rarely,Rarely,Electronics,Snacks,Evening,Sales,Snacks+Beverages|Gadgets+Accessories,High Price,Brand,Quality,Discount,Guilty,Somewhat Comfortable,No Concerns,Low,6329,Maybe,Yes
35-44,Male,Tier 1,Homemaker,50k-1L,Weekly,This Month,Electronics|Wellness,Price,15-30,Often,Habitual,Check Reviews,Mixed,Bored,Yes,Very Often,Sometimes,Home Decor|Fashion|Snacks,Fashion,Afternoon,Festivals|Stress,Books+Coffee|Gadgets+Accessories|Clothing+Accessories,Too Many Options,Quality,Delivery,Recommendation,Regretful,Somewhat Comfortable,No Concerns,Medium,7675,Yes,Yes
Under 18,Male,Tier 3,Student,>1L,Monthly,This Month,Electronics,Reviews,5-15,Rarely,Habitual,Check Reviews,Logical,Stressed,Yes,Rarely,Often,Home Decor,Snacks,Afternoon,Weekends,Snacks+Beverages|Gadgets+Accessories|Candles+Oils,Delivery Issues,Personalization,Brand,Recommendation,Happy,Somewhat Comfortable,Privacy,Low,17092,Maybe,Maybe
35-44,Male,Tier 1,Other,<20k,Monthly,This Month,Wellness|Electronics|Fashion,Price,5-15,Sometimes,Mostly Planned,Compare Prices,Emotional,Bored,Yes,Very Often,Never,Electronics|Wellness|Home Decor,Snacks,Afternoon,Salary|Sales,Candles+Oils|Gadgets+Accessories|Snacks+Beverages,High Price,Personalization,Brand,Recommendation,Regretful,Very Comfortable,Misuse,High,2115,Maybe,No
Under 18,Female,Tier 2,Working Professional,50k-1L,Rarely,This Month,Snacks,Price,<5,Often,Habitual,Buy Immediately,Mixed,Bored,Yes,Sometimes,Sometimes,Electronics|Snacks,Home Decor,Late Night,Salary|Festivals|Stress,Snacks+Beverages|Candles+Oils|Gadgets+Accessories,Low Trust,Personalization,Quality,Emotional Satisfaction,Happy,Not Comfortable,Misuse,High,8542,Yes,Yes
25-34,Prefer not to say,Tier 1,Student,20k-50k,Monthly,>1 Month,Snacks|Home Decor,Reviews,15-30,Never,Habitual,Check Reviews,Mixed,Bored,Yes,Never,Often,Fashion,Home Decor,Late Night,Weekends|Stress,Candles+Oils,High Price,Delivery,Brand,Recommendation,Satisfied,Somewhat Comfortable,Irrelevant Recommendations,Medium,200,Maybe,Yes
35-44,Male,Tier 2,Homemaker,20k-50k,Weekly,This Week,Electronics|Snacks,Brand,5-15,Often,Somewhat Planned,Modify Cart,Emotional,Neutral,Sometimes,Rarely,Sometimes,Wellness,Fashion,Afternoon,Stress|Festivals|Weekends,Candles+Oils|Books+Coffee|Gadgets+Accessories,Just Browsing,Quality,Personalization,Discount,Guilty,Not Comfortable,Misuse,Low,6933,Yes,Maybe
35-44,Prefer not to say,Tier 1,Student,20k-50k,Weekly,>1 Month,Electronics,Discounts,5-15,Sometimes,Mostly Planned,Check Reviews,Mixed,Sad,No,Very Often,Never,Home Decor|Electronics,Fashion,Evening,Weekends|Stress,Gadgets+Accessories,High Price,Price,Quality,Quality,Guilty,Not Comfortable,Misuse,Medium,7798,Maybe,Yes
35-44,Male,Tier 1,Working Professional,50k-1L,Daily,This Month,Fashion|Snacks,Price,30+,Sometimes,Mostly Planned,Compare Prices,Emotional,Bored,No,Sometimes,Rarely,Wellness|Electronics,Snacks,Morning,Salary,Candles+Oils,High Price,Delivery,Price,Quality,Neutral,Somewhat Comfortable,Irrelevant Recommendations,Medium,16543,Yes,Maybe
Under 18,Female,Tier 2,Homemaker,20k-50k,Monthly,Today,Fashion|Snacks|Home Decor,Discounts,5-15,Never,Rare,Compare Prices,Mixed,Neutral,Yes,Never,Sometimes,Fashion,Home Decor,Late Night,Salary|Weekends|Festivals,Snacks+Beverages,Low Trust,Quality,Price,Discount,Regretful,Not Comfortable,Irrelevant Recommendations,Low,1442,Yes,Maybe
18-24,Male,Tier 1,Working Professional,<20k,Weekly,Today,Fashion|Wellness,Reviews,15-30,Often,Rare,Modify Cart,Logical,Bored,Yes,Very Often,Never,Snacks,Electronics,Afternoon,Salary|Stress|Weekends,Candles+Oils,Too Many Options,Quality,Delivery,Recommendation,Happy,Somewhat Comfortable,No Concerns,Medium,200,No,No
45+,Male,Tier 3,Business Owner,<20k,Monthly,>1 Month,Home Decor,Brand,30+,Often,Somewhat Planned,Compare Prices,Emotional,Neutral,Yes,Rarely,Sometimes,Snacks,Home Decor,Morning,Festivals|Stress|Sales,Gadgets+Accessories|Books+Coffee|Candles+Oils,Just Browsing,Personalization,Personalization,Discount,Satisfied,Somewhat Comfortable,Irrelevant Recommendations,Medium,2506,Yes,No
45+,Male,Tier 3,Working Professional,50k-1L,Daily,>1 Month,Wellness,Reviews,30+,Rarely,Rare,Compare Prices,Emotional,Sad,Yes,Very Often,Rarely,Fashion|Home Decor|Snacks,Home Decor,Late Night,Festivals,Snacks+Beverages|Candles+Oils,Just Browsing,Personalization,Quality,Recommendation,Regretful,Not Comfortable,Privacy,High,13553,No,Maybe
45+,Male,Tier 3,Other,>1L,Daily,Today,Home Decor|Fashion,Brand,30+,Never,Mostly Planned,Buy Immediately,Emotional,Neutral,Yes,Sometimes,Never,Wellness|Fashion,Fashion,Afternoon,Sales|Weekends,Snacks+Beverages|Gadgets+Accessories,Delivery Issues,Personalization,Personalization,Emotional Satisfaction,Regretful,Not Comfortable,No Concerns,High,22597,No,No
Under 18,Female,Tier 2,Working Professional,20k-50k,Weekly,This Week,Wellness,Recommendations,30+,Often,Rare,Modify Cart,Emotional,Sad,Yes,Never,Rarely,Electronics|Home Decor,Fashion,Late Night,Salary|Festivals,Books+Coffee|Candles+Oils,Just Browsing,Brand,Delivery,Discount,Regretful,Somewhat Comfortable,Misuse,Medium,7333,Maybe,Maybe
45+,Female,Tier 2,Student,50k-1L,Daily,This Week,Snacks|Electronics,Discounts,5-15,Sometimes,Rare,Modify Cart,Mixed,Happy,Sometimes,Very Often,Rarely,Fashion|Electronics|Wellness,Electronics,Morning,Stress|Weekends|Salary,Candles+Oils|Clothing+Accessories|Books+Coffee,Delivery Issues,Delivery,Personalization,Recommendation,Regretful,Not Comfortable,Misuse,Low,12210,No,No
Under 18,Male,Tier 3,Student,20k-50k,Daily,Today,Snacks|Home Decor|Wellness,Reviews,30+,Never,Somewhat Planned,Buy Immediately,Logical,Happy,No,Sometimes,Sometimes,Home Decor|Fashion|Snacks,Snacks,Evening,Stress,Candles+Oils|Books+Coffee,Too Many Options,Brand,Brand,Recommendation,Happy,Somewhat Comfortable,No Concerns,Low,8716,Maybe,Maybe
35-44,Female,Tier 3,Student,>1L,Weekly,Today,Fashion,Price,15-30,Often,Habitual,Buy Immediately,Emotional,Bored,Yes,Never,Never,Snacks,Wellness,Late Night,Sales|Festivals,Gadgets+Accessories|Books+Coffee,Too Many Options,Delivery,Personalization,Discount,Happy,Somewhat Comfortable,Irrelevant Recommendations,Medium,25027,Maybe,No
25-34,Male,Tier 1,Business Owner,>1L,Weekly,Today,Electronics|Home Decor|Wellness,Recommendations,5-15,Never,Habitual,Buy Immediately,Logical,Bored,Yes,Very Often,Often,Fashion|Electronics|Snacks,Home Decor,Morning,Sales,Candles+Oils|Books+Coffee,Just Browsing,Personalization,Delivery,Recommendation,Guilty,Somewhat Comfortable,Irrelevant Recommendations,Low,11972,Yes,Maybe
35-44,Male,Tier 1,Student,<20k,Daily,Today,Home Decor|Wellness|Electronics,Reviews,15-30,Rarely,Rare,Modify Cart,Logical,Bored,Yes,Never,Never,Fashion,Electronics,Morning,Salary|Festivals,Clothing+Accessories,Just Browsing,Price,Price,Recommendation,Guilty,Very Comfortable,Privacy,Low,4262,Yes,No
18-24,Prefer not to say,Tier 2,Business Owner,<20k,Rarely,Today,Electronics,Reviews,5-15,Rarely,Mostly Planned,Modify Cart,Logical,Stressed,Sometimes,Sometimes,Rarely,Electronics,Fashion,Morning,Salary,Books+Coffee|Clothing+Accessories|Snacks+Beverages,Too Many Options,Delivery,Price,Discount,Neutral,Somewhat Comfortable,Misuse,High,1942,Yes,Maybe
